;case:concept:name;time:timestamp;concept:name;customers;nn1;nn2;products;age;bankaccount;cost;price;producer;weight;EID
1458;990093;2019-06-04 18:09:25;confirm order;Mohammadreza Fani Sani;;;;51.0;61801.0;;2731.99;;1.195;775.0
1459;990093;2019-06-04 18:42:52;item out of stock;Mohammadreza Fani Sani;880371.0;;iPhone 11;51.0;61801.0;115.0;799.0;B;0.166;779.0
1460;990093;2019-06-04 21:52:25;pick item;Mohammadreza Fani Sani;880370.0;;Echo Dot;51.0;61801.0;369.0;29.99;B;0.38;787.0
1461;990093;2019-06-05 12:30:56;pick item;Mohammadreza Fani Sani;880368.0;;iPad Pro;51.0;61801.0;308.0;1099.0;B;0.483;830.0
1462;990093;2019-06-05 21:23:55;reorder item;Mohammadreza Fani Sani;880371.0;;iPhone 11;51.0;61801.0;115.0;799.0;B;0.166;887.0
1463;990093;2019-06-06 08:37:01;pick item;Mohammadreza Fani Sani;880371.0;;iPhone 11;51.0;61801.0;115.0;799.0;B;0.166;892.0
1464;990093;2019-06-06 10:21:38;create package;Mohammadreza Fani Sani;;660046.0;;51.0;61801.0;;4145.95;;4.3180000000000005;907.0
1465;990093;2019-06-06 10:56:40;send package;Mohammadreza Fani Sani;;660046.0;;51.0;61801.0;;4145.95;;4.3180000000000005;915.0
1466;990093;2019-06-06 15:45:51;package delivered;Mohammadreza Fani Sani;;660046.0;;51.0;61801.0;;4145.95;;4.3180000000000005;951.0
1467;990093;2019-06-17 15:59:19;pay order;Mohammadreza Fani Sani;;;;51.0;61801.0;;2731.99;;1.195;1504.0
1468;990094;2019-06-04 16:49:59;place order;Junxiong Gao;;;;52.0;96270.0;;1013.97;;1.546;767.0
1469;990094;2019-06-05 12:35:22;pick item;Junxiong Gao;880375.0;;iPhone 11;52.0;96270.0;115.0;799.0;B;0.166;831.0
1470;990094;2019-06-05 12:35:27;pick item;Junxiong Gao;880372.0;;Fire Stick;52.0;96270.0;460.0;39.99;A;0.2;832.0
1471;990094;2019-06-05 13:52:22;confirm order;Junxiong Gao;;;;52.0;96270.0;;1013.97;;1.546;841.0
1472;990094;2019-06-05 16:31:53;pick item;Junxiong Gao;880373.0;;Echo Show 8;52.0;96270.0;173.0;129.99;B;0.98;871.0
1473;990094;2019-06-07 11:45:32;pick item;Junxiong Gao;880374.0;;Fire Stick;52.0;96270.0;460.0;39.99;A;0.2;1007.0
1474;990094;2019-06-07 12:33:45;pay order;Junxiong Gao;;;;52.0;96270.0;;1013.97;;1.546;1012.0
1475;990094;2019-06-07 13:43:45;create package;Junxiong Gao;;660052.0;;52.0;96270.0;;1906.97;;2.106;1019.0
1476;990094;2019-06-10 16:57:21;send package;Junxiong Gao;;660052.0;;52.0;96270.0;;1906.97;;2.106;1125.0
1477;990094;2019-06-11 10:57:37;package delivered;Junxiong Gao;;660052.0;;52.0;96270.0;;1906.97;;2.106;1154.0
1478;990095;2019-06-04 18:59:46;place order;Marco Pegoraro;;;;50.0;91248.0;;4262.97;;5.483;782.0
1479;990095;2019-06-05 09:43:33;pick item;Marco Pegoraro;880379.0;;Echo Plus;50.0;91248.0;122.0;149.99;B;1.28;799.0
1480;990095;2019-06-05 10:19:21;confirm order;Marco Pegoraro;;;;50.0;91248.0;;4262.97;;5.483;803.0
1481;990095;2019-06-05 11:40:23;pick item;Marco Pegoraro;880377.0;;iPhone 8;50.0;91248.0;340.0;529.0;A;0.21;823.0
1482;990095;2019-06-05 18:53:49;item out of stock;Marco Pegoraro;880380.0;;MacBook Air;50.0;91248.0;436.0;2200.0;A;1.25;883.0
1483;990095;2019-06-05 22:40:48;pick item;Marco Pegoraro;880378.0;;Echo Plus;50.0;91248.0;122.0;149.99;B;1.28;889.0
1484;990095;2019-06-06 11:36:56;reorder item;Marco Pegoraro;880380.0;;MacBook Air;50.0;91248.0;436.0;2200.0;A;1.25;917.0
1485;990095;2019-06-06 15:58:53;pick item;Marco Pegoraro;880376.0;;Echo Show 8;50.0;91248.0;173.0;129.99;B;0.98;952.0
1486;990095;2019-06-06 16:20:03;create package;Marco Pegoraro;;660049.0;;50.0;91248.0;;12164.96;;11.283;957.0
1487;990095;2019-06-06 17:40:54;pick item;Marco Pegoraro;880381.0;;iPad Pro;50.0;91248.0;308.0;1099.0;B;0.483;967.0
1488;990095;2019-06-07 10:00:10;send package;Marco Pegoraro;;660049.0;;50.0;91248.0;;12164.96;;11.283;988.0
1489;990095;2019-06-07 14:04:28;package delivered;Marco Pegoraro;;660049.0;;50.0;91248.0;;12164.96;;11.283;1022.0
1490;990095;2019-06-11 14:24:40;pay order;Marco Pegoraro;;;;50.0;91248.0;;4262.97;;5.483;1175.0
1491;990095;2019-06-11 16:17:39;create package;Marco Pegoraro;;660064.0;;50.0;91248.0;;2577.97;;2.511;1191.0
1492;990095;2019-06-12 09:32:06;send package;Marco Pegoraro;;660064.0;;50.0;91248.0;;2577.97;;2.511;1218.0
1493;990095;2019-06-12 11:50:09;package delivered;Marco Pegoraro;;660064.0;;50.0;91248.0;;2577.97;;2.511;1238.0
1494;990095;2019-06-28 14:42:36;pick item;Marco Pegoraro;880380.0;;MacBook Air;50.0;91248.0;436.0;2200.0;A;1.25;2307.0
1495;990095;2019-07-03 16:58:15;create package;Marco Pegoraro;;660142.0;;50.0;91248.0;;3794.0;;2.216;2569.0
1496;990095;2019-07-04 10:10:48;send package;Marco Pegoraro;;660142.0;;50.0;91248.0;;3794.0;;2.216;2597.0
1497;990095;2019-07-05 11:22:24;package delivered;Marco Pegoraro;;660142.0;;50.0;91248.0;;3794.0;;2.216;2699.0
1498;990096;2019-06-04 22:38:52;place order;Mahsa Bafrani;;;;58.0;35775.0;;623.99;;1.09;788.0
1499;990096;2019-06-05 10:43:20;pick item;Mahsa Bafrani;880382.0;;iPhone 8;58.0;35775.0;340.0;529.0;A;0.21;809.0
1500;990096;2019-06-05 11:54:06;confirm order;Mahsa Bafrani;;;;58.0;35775.0;;623.99;;1.09;825.0
1501;990096;2019-06-05 15:09:08;pay order;Mahsa Bafrani;;;;58.0;35775.0;;623.99;;1.09;851.0
1502;990096;2019-06-05 16:13:41;pick item;Mahsa Bafrani;880383.0;;Echo Show 5;58.0;35775.0;218.0;89.99;A;0.88;866.0
1503;990096;2019-06-07 11:36:06;create package;Mahsa Bafrani;;660051.0;;58.0;35775.0;;3535.98;;2.556;1005.0
1504;990096;2019-06-10 10:12:01;send package;Mahsa Bafrani;;660051.0;;58.0;35775.0;;3535.98;;2.556;1080.0
1505;990096;2019-06-10 10:36:42;package delivered;Mahsa Bafrani;;660051.0;;58.0;35775.0;;3535.98;;2.556;1086.0
1506;990097;2019-06-05 09:09:19;place order;Tobias Brockhoff;;;;30.0;69038.0;;5980.97;;6.92;789.0
1507;990097;2019-06-05 10:35:51;confirm order;Tobias Brockhoff;;;;30.0;69038.0;;5980.97;;6.92;805.0
1508;990097;2019-06-05 10:39:25;pick item;Tobias Brockhoff;880386.0;;Echo Studio;30.0;69038.0;340.0;199.99;A;1.48;808.0
1509;990097;2019-06-05 10:53:34;pick item;Tobias Brockhoff;880388.0;;MacBook Pro;30.0;69038.0;208.0;2500.0;B;1.37;813.0
1510;990097;2019-06-05 10:58:55;item out of stock;Tobias Brockhoff;880389.0;;Echo Studio;30.0;69038.0;340.0;199.99;A;1.48;815.0
1511;990097;2019-06-05 14:49:08;pick item;Tobias Brockhoff;880387.0;;iPad Air;30.0;69038.0;472.0;476.0;B;0.44;849.0
1512;990097;2019-06-05 16:52:31;pick item;Tobias Brockhoff;880384.0;;MacBook Pro;30.0;69038.0;208.0;2500.0;B;1.37;878.0
1513;990097;2019-06-06 09:03:02;reorder item;Tobias Brockhoff;880389.0;;Echo Studio;30.0;69038.0;340.0;199.99;A;1.48;897.0
1514;990097;2019-06-06 10:22:29;pay order;Tobias Brockhoff;;;;30.0;69038.0;;5980.97;;6.92;908.0
1515;990097;2019-06-06 14:37:28;create package;Tobias Brockhoff;;660048.0;;30.0;69038.0;;6917.97;;7.3;941.0
1516;990097;2019-06-07 09:23:31;send package;Tobias Brockhoff;;660048.0;;30.0;69038.0;;6917.97;;7.3;978.0
1517;990097;2019-06-07 12:36:38;failed delivery;Tobias Brockhoff;;660048.0;;30.0;69038.0;;6917.97;;7.3;1013.0
1518;990097;2019-06-07 16:49:07;pick item;Tobias Brockhoff;880385.0;;Echo;30.0;69038.0;378.0;99.99;A;0.78;1041.0
1519;990097;2019-06-10 09:47:58;package delivered;Tobias Brockhoff;;660048.0;;30.0;69038.0;;6917.97;;7.3;1076.0
1520;990097;2019-06-11 11:57:25;create package;Tobias Brockhoff;;660062.0;;30.0;69038.0;;3785.94;;6.617999999999999;1169.0
1521;990097;2019-06-11 16:47:06;send package;Tobias Brockhoff;;660062.0;;30.0;69038.0;;3785.94;;6.617999999999999;1195.0
1522;990097;2019-06-12 16:19:07;package delivered;Tobias Brockhoff;;660062.0;;30.0;69038.0;;3785.94;;6.617999999999999;1271.0
1523;990097;2019-06-24 11:39:16;pick item;Tobias Brockhoff;880389.0;;Echo Studio;30.0;69038.0;340.0;199.99;A;1.48;1919.0
1524;990097;2019-06-24 17:08:54;create package;Tobias Brockhoff;;660108.0;;30.0;69038.0;;7995.91;;11.130999999999998;1964.0
1525;990097;2019-06-25 13:40:56;send package;Tobias Brockhoff;;660108.0;;30.0;69038.0;;7995.91;;11.130999999999998;2024.0
1526;990097;2019-06-25 18:57:21;failed delivery;Tobias Brockhoff;;660108.0;;30.0;69038.0;;7995.91;;11.130999999999998;2070.0
1527;990097;2019-06-26 12:22:38;package delivered;Tobias Brockhoff;;660108.0;;30.0;69038.0;;7995.91;;11.130999999999998;2109.0
1528;990098;2019-06-05 10:38:26;place order;Marco Pegoraro;;;;50.0;91248.0;;6753.99;;4.813;807.0
1529;990098;2019-06-05 12:44:12;pick item;Marco Pegoraro;880391.0;;iPad mini;50.0;91248.0;131.0;449.0;C;0.28;834.0
1530;990098;2019-06-05 14:41:29;pick item;Marco Pegoraro;880394.0;;iPad;50.0;91248.0;369.0;495.0;C;0.483;848.0
1531;990098;2019-06-05 15:36:45;item out of stock;Marco Pegoraro;880395.0;;Echo;50.0;91248.0;378.0;99.99;A;0.78;858.0
1532;990098;2019-06-05 15:43:40;pick item;Marco Pegoraro;880393.0;;iPhone 8;50.0;91248.0;340.0;529.0;A;0.21;860.0
1533;990098;2019-06-05 16:10:22;confirm order;Marco Pegoraro;;;;50.0;91248.0;;6753.99;;4.813;865.0
1534;990098;2019-06-06 11:18:53;pick item;Marco Pegoraro;880390.0;;MacBook Pro;50.0;91248.0;208.0;2500.0;B;1.37;916.0
1535;990098;2019-06-06 14:48:46;pick item;Marco Pegoraro;880392.0;;MacBook Air;50.0;91248.0;436.0;2200.0;A;1.25;944.0
1536;990098;2019-06-06 15:37:55;pick item;Marco Pegoraro;880396.0;;iPad Air;50.0;91248.0;472.0;476.0;B;0.44;949.0
1537;990098;2019-06-06 16:20:03;create package;Marco Pegoraro;;660049.0;;50.0;91248.0;;12164.96;;11.283;957.0
1538;990098;2019-06-07 09:16:00;reorder item;Marco Pegoraro;880395.0;;Echo;50.0;91248.0;378.0;99.99;A;0.78;976.0
1539;990098;2019-06-07 10:00:10;send package;Marco Pegoraro;;660049.0;;50.0;91248.0;;12164.96;;11.283;988.0
1540;990098;2019-06-07 14:04:28;package delivered;Marco Pegoraro;;660049.0;;50.0;91248.0;;12164.96;;11.283;1022.0
1541;990098;2019-06-17 12:21:04;pay order;Marco Pegoraro;;;;50.0;91248.0;;6753.99;;4.813;1479.0
1542;990098;2019-06-20 14:52:49;pick item;Marco Pegoraro;880395.0;;Echo;50.0;91248.0;378.0;99.99;A;0.78;1771.0
1543;990098;2019-06-25 11:30:01;create package;Marco Pegoraro;;660109.0;;50.0;91248.0;;299.98;;2.26;2006.0
1544;990098;2019-06-25 11:55:45;send package;Marco Pegoraro;;660109.0;;50.0;91248.0;;299.98;;2.26;2008.0
1545;990098;2019-06-26 09:18:52;package delivered;Marco Pegoraro;;660109.0;;50.0;91248.0;;299.98;;2.26;2084.0
1546;990099;2019-06-05 12:36:39;place order;Christine Dobbert;;;;43.0;59702.0;;2531.99;;2.345;833.0
1547;990099;2019-06-05 15:56:57;confirm order;Christine Dobbert;;;;43.0;59702.0;;2531.99;;2.345;863.0
1548;990099;2019-06-05 16:36:30;pick item;Christine Dobbert;880400.0;;iPhone X;43.0;59702.0;302.0;699.0;B;0.172;874.0
1549;990099;2019-06-06 10:32:04;pick item;Christine Dobbert;880399.0;;iPhone 8;43.0;59702.0;340.0;529.0;A;0.21;912.0
1550;990099;2019-06-06 12:24:24;pick item;Christine Dobbert;880397.0;;iPad Pro;43.0;59702.0;308.0;1099.0;B;0.483;923.0
1551;990099;2019-06-06 21:37:27;pick item;Christine Dobbert;880398.0;;Echo Studio;43.0;59702.0;340.0;199.99;A;1.48;972.0
1552;990099;2019-06-10 13:38:05;create package;Christine Dobbert;;660058.0;;43.0;59702.0;;2926.97;;5.305;1105.0
1553;990099;2019-06-10 15:45:52;send package;Christine Dobbert;;660058.0;;43.0;59702.0;;2926.97;;5.305;1119.0
1554;990099;2019-06-10 18:23:07;package delivered;Christine Dobbert;;660058.0;;43.0;59702.0;;2926.97;;5.305;1133.0
1555;990099;2019-06-12 10:21:55;pay order;Christine Dobbert;;;;43.0;59702.0;;2531.99;;2.345;1224.0
1556;990100;2019-06-05 14:33:05;place order;Mahnaz Qafari;;;;40.0;83924.0;;3547.0;;1.32;846.0
1557;990100;2019-06-05 15:49:23;pick item;Mahnaz Qafari;880404.0;;iPad;40.0;83924.0;369.0;495.0;C;0.483;861.0
1558;990100;2019-06-06 14:39:13;confirm order;Mahnaz Qafari;;;;40.0;83924.0;;3547.0;;1.32;942.0
1559;990100;2019-06-07 11:36:06;pick item;Mahnaz Qafari;880403.0;;iPhone 11;40.0;83924.0;115.0;799.0;B;0.166;1004.0
1560;990100;2019-06-07 11:54:47;item out of stock;Mahnaz Qafari;880402.0;;iPhone 11 Pro;40.0;83924.0;112.0;1149.0;C;0.188;1009.0
1561;990100;2019-06-07 15:39:11;reorder item;Mahnaz Qafari;880402.0;;iPhone 11 Pro;40.0;83924.0;112.0;1149.0;C;0.188;1029.0
1562;990100;2019-06-10 10:26:27;create package;Mahnaz Qafari;;660057.0;;40.0;83924.0;;4684.97;;3.513;1083.0
1563;990100;2019-06-10 17:11:29;send package;Mahnaz Qafari;;660057.0;;40.0;83924.0;;4684.97;;3.513;1126.0
1564;990100;2019-06-11 14:08:47;package delivered;Mahnaz Qafari;;660057.0;;40.0;83924.0;;4684.97;;3.513;1173.0
1565;990100;2019-06-13 15:49:25;item out of stock;Mahnaz Qafari;880401.0;;iPad Pro;40.0;83924.0;308.0;1099.0;B;0.483;1334.0
1566;990100;2019-06-17 17:42:53;reorder item;Mahnaz Qafari;880401.0;;iPad Pro;40.0;83924.0;308.0;1099.0;B;0.483;1519.0
1567;990100;2019-06-18 12:37:30;pick item;Mahnaz Qafari;880402.0;;iPhone 11 Pro;40.0;83924.0;112.0;1149.0;C;0.188;1569.0
1568;990100;2019-06-20 15:12:28;create package;Mahnaz Qafari;;660098.0;;40.0;83924.0;;9964.94;;10.279000000000002;1779.0
1569;990100;2019-06-21 14:36:41;send package;Mahnaz Qafari;;660098.0;;40.0;83924.0;;9964.94;;10.279000000000002;1855.0
1570;990100;2019-06-24 14:39:50;failed delivery;Mahnaz Qafari;;660098.0;;40.0;83924.0;;9964.94;;10.279000000000002;1936.0
1571;990100;2019-06-24 18:07:05;package delivered;Mahnaz Qafari;;660098.0;;40.0;83924.0;;9964.94;;10.279000000000002;1975.0
1572;990100;2019-06-26 14:39:13;payment reminder;Mahnaz Qafari;;;;40.0;83924.0;;3547.0;;1.32;2130.0
1573;990100;2019-07-09 11:54:09;pick item;Mahnaz Qafari;880401.0;;iPad Pro;40.0;83924.0;308.0;1099.0;B;0.483;2866.0
1574;990100;2019-07-09 16:49:19;create package;Mahnaz Qafari;;660163.0;;40.0;83924.0;;2137.97;;3.115;2904.0
1575;990100;2019-07-10 11:07:11;send package;Mahnaz Qafari;;660163.0;;40.0;83924.0;;2137.97;;3.115;2947.0
1576;990100;2019-07-10 14:26:56;package delivered;Mahnaz Qafari;;660163.0;;40.0;83924.0;;2137.97;;3.115;2974.0
1577;990100;2019-07-15 13:52:20;pay order;Mahnaz Qafari;;;;40.0;83924.0;;3547.0;;1.32;3230.0
1578;990101;2019-06-05 16:25:58;place order;Mahnaz Qafari;;;;40.0;83924.0;;2517.98;;1.815;869.0
1579;990101;2019-06-06 10:21:38;pick item;Mahnaz Qafari;880407.0;;iPad;40.0;83924.0;369.0;495.0;C;0.483;906.0
1580;990101;2019-06-06 11:41:11;pick item;Mahnaz Qafari;880409.0;;Kindle;40.0;83924.0;255.0;79.99;A;0.483;918.0
1581;990101;2019-06-06 15:20:19;pick item;Mahnaz Qafari;880406.0;;Fire Stick;40.0;83924.0;460.0;39.99;A;0.2;947.0
1582;990101;2019-06-07 09:59:13;confirm order;Mahnaz Qafari;;;;40.0;83924.0;;2517.98;;1.815;987.0
1583;990101;2019-06-07 10:27:43;pick item;Mahnaz Qafari;880405.0;;iPad Pro;40.0;83924.0;308.0;1099.0;B;0.483;993.0
1584;990101;2019-06-10 10:26:27;create package;Mahnaz Qafari;;660057.0;;40.0;83924.0;;4684.97;;3.513;1083.0
1585;990101;2019-06-10 17:11:29;send package;Mahnaz Qafari;;660057.0;;40.0;83924.0;;4684.97;;3.513;1126.0
1586;990101;2019-06-11 14:08:47;package delivered;Mahnaz Qafari;;660057.0;;40.0;83924.0;;4684.97;;3.513;1173.0
1587;990101;2019-06-12 09:46:21;pick item;Mahnaz Qafari;880408.0;;iPhone 11;40.0;83924.0;115.0;799.0;B;0.166;1221.0
1588;990101;2019-06-13 15:18:03;create package;Mahnaz Qafari;;660071.0;;40.0;83924.0;;1523.98;;2.412;1331.0
1589;990101;2019-06-14 09:49:34;send package;Mahnaz Qafari;;660071.0;;40.0;83924.0;;1523.98;;2.412;1370.0
1590;990101;2019-06-14 13:10:53;package delivered;Mahnaz Qafari;;660071.0;;40.0;83924.0;;1523.98;;2.412;1393.0
1591;990101;2019-06-27 09:59:13;payment reminder;Mahnaz Qafari;;;;40.0;83924.0;;2517.98;;1.815;2185.0
1592;990101;2019-06-27 16:03:31;pay order;Mahnaz Qafari;;;;40.0;83924.0;;2517.98;;1.815;2238.0
1593;990102;2019-06-05 18:11:43;place order;Tobias Brockhoff;;;;30.0;69038.0;;2947.97;;4.535;881.0
1594;990102;2019-06-06 08:22:07;confirm order;Tobias Brockhoff;;;;30.0;69038.0;;2947.97;;4.535;891.0
1595;990102;2019-06-06 08:54:03;pick item;Tobias Brockhoff;880411.0;;iPad Air;30.0;69038.0;472.0;476.0;B;0.44;894.0
1596;990102;2019-06-06 09:09:06;item out of stock;Tobias Brockhoff;880412.0;;Echo Studio;30.0;69038.0;340.0;199.99;A;1.48;898.0
1597;990102;2019-06-06 09:46:36;pay order;Tobias Brockhoff;;;;30.0;69038.0;;2947.97;;4.535;904.0
1598;990102;2019-06-06 14:27:35;pick item;Tobias Brockhoff;880416.0;;Echo Studio;30.0;69038.0;340.0;199.99;A;1.48;938.0
1599;990102;2019-06-06 14:37:28;create package;Tobias Brockhoff;;660048.0;;30.0;69038.0;;6917.97;;7.3;941.0
1600;990102;2019-06-07 09:23:31;send package;Tobias Brockhoff;;660048.0;;30.0;69038.0;;6917.97;;7.3;978.0
1601;990102;2019-06-07 09:53:43;pick item;Tobias Brockhoff;880415.0;;Kindle Paperwhite;30.0;69038.0;271.0;129.0;B;0.495;984.0
1602;990102;2019-06-07 12:36:38;failed delivery;Tobias Brockhoff;;660048.0;;30.0;69038.0;;6917.97;;7.3;1013.0
1603;990102;2019-06-07 13:03:51;pick item;Tobias Brockhoff;880414.0;;iPhone 11 Pro;30.0;69038.0;112.0;1149.0;C;0.188;1015.0
1604;990102;2019-06-07 16:19:08;reorder item;Tobias Brockhoff;880412.0;;Echo Studio;30.0;69038.0;340.0;199.99;A;1.48;1035.0
1605;990102;2019-06-07 16:44:39;pick item;Tobias Brockhoff;880413.0;;Fire Stick 4K;30.0;69038.0;146.0;89.99;A;0.28;1039.0
1606;990102;2019-06-10 08:37:05;pick item;Tobias Brockhoff;880410.0;;iPhone X;30.0;69038.0;302.0;699.0;B;0.172;1066.0
1607;990102;2019-06-10 09:47:58;package delivered;Tobias Brockhoff;;660048.0;;30.0;69038.0;;6917.97;;7.3;1076.0
1608;990102;2019-06-11 11:57:25;create package;Tobias Brockhoff;;660062.0;;30.0;69038.0;;3785.94;;6.617999999999999;1169.0
1609;990102;2019-06-11 16:47:06;send package;Tobias Brockhoff;;660062.0;;30.0;69038.0;;3785.94;;6.617999999999999;1195.0
1610;990102;2019-06-12 16:19:07;package delivered;Tobias Brockhoff;;660062.0;;30.0;69038.0;;3785.94;;6.617999999999999;1271.0
1611;990102;2019-07-17 11:45:53;pick item;Tobias Brockhoff;880412.0;;Echo Studio;30.0;69038.0;340.0;199.99;A;1.48;3413.0
1612;990102;2019-07-18 13:27:09;create package;Tobias Brockhoff;;660200.0;;30.0;69038.0;;4459.97;;6.178999999999999;3531.0
1613;990102;2019-07-18 14:28:00;send package;Tobias Brockhoff;;660200.0;;30.0;69038.0;;4459.97;;6.178999999999999;3537.0
1614;990102;2019-07-19 11:58:02;package delivered;Tobias Brockhoff;;660200.0;;30.0;69038.0;;4459.97;;6.178999999999999;3596.0
1615;990103;2019-06-05 20:14:44;place order;Tobias Brockhoff;;;;30.0;69038.0;;234.98;;1.86;886.0
1616;990103;2019-06-07 09:19:56;pick item;Tobias Brockhoff;880418.0;;Echo Dot;30.0;69038.0;369.0;29.99;B;0.38;977.0
1617;990103;2019-06-07 14:55:08;pick item;Tobias Brockhoff;880417.0;;Echo Studio;30.0;69038.0;340.0;199.99;A;1.48;1025.0
1618;990103;2019-06-11 11:57:25;create package;Tobias Brockhoff;;660062.0;;30.0;69038.0;;3785.94;;6.617999999999999;1169.0
1619;990103;2019-06-11 16:47:06;send package;Tobias Brockhoff;;660062.0;;30.0;69038.0;;3785.94;;6.617999999999999;1195.0
1620;990103;2019-06-12 10:39:44;confirm order;Tobias Brockhoff;;;;30.0;69038.0;;234.98;;1.86;1226.0
1621;990103;2019-06-12 12:38:15;pay order;Tobias Brockhoff;;;;30.0;69038.0;;234.98;;1.86;1249.0
1622;990103;2019-06-12 16:19:07;package delivered;Tobias Brockhoff;;660062.0;;30.0;69038.0;;3785.94;;6.617999999999999;1271.0
1623;990104;2019-06-05 23:09:03;place order;Anahita Farhang Ghahfarokhi;;;;58.0;42513.0;;3457.99;;3.218;890.0
1624;990104;2019-06-06 12:52:19;pick item;Anahita Farhang Ghahfarokhi;880419.0;;iPad;58.0;42513.0;369.0;495.0;C;0.483;927.0
1625;990104;2019-06-06 13:00:53;item out of stock;Anahita Farhang Ghahfarokhi;880423.0;;Kindle Paperwhite;58.0;42513.0;271.0;129.0;B;0.495;928.0
1626;990104;2019-06-06 13:45:09;reorder item;Anahita Farhang Ghahfarokhi;880423.0;;Kindle Paperwhite;58.0;42513.0;271.0;129.0;B;0.495;931.0
1627;990104;2019-06-07 09:54:11;pick item;Anahita Farhang Ghahfarokhi;880421.0;;Echo;58.0;42513.0;378.0;99.99;A;0.78;985.0
1628;990104;2019-06-07 10:00:10;confirm order;Anahita Farhang Ghahfarokhi;;;;58.0;42513.0;;3457.99;;3.218;989.0
1629;990104;2019-06-07 16:49:07;create package;Anahita Farhang Ghahfarokhi;;660054.0;;58.0;42513.0;;4606.98;;3.275;1042.0
1630;990104;2019-06-07 19:16:45;send package;Anahita Farhang Ghahfarokhi;;660054.0;;58.0;42513.0;;4606.98;;3.275;1053.0
1631;990104;2019-06-10 09:33:08;pick item;Anahita Farhang Ghahfarokhi;880420.0;;MacBook Air;58.0;42513.0;436.0;2200.0;A;1.25;1071.0
1632;990104;2019-06-10 10:23:43;pick item;Anahita Farhang Ghahfarokhi;880423.0;;Kindle Paperwhite;58.0;42513.0;271.0;129.0;B;0.495;1081.0
1633;990104;2019-06-10 10:26:27;pick item;Anahita Farhang Ghahfarokhi;880422.0;;iPhone 8;58.0;42513.0;340.0;529.0;A;0.21;1082.0
1634;990104;2019-06-11 09:48:47;package delivered;Anahita Farhang Ghahfarokhi;;660054.0;;58.0;42513.0;;4606.98;;3.275;1145.0
1635;990104;2019-06-12 12:33:07;create package;Anahita Farhang Ghahfarokhi;;660068.0;;58.0;42513.0;;6611.96;;6.141;1247.0
1636;990104;2019-06-12 17:58:50;send package;Anahita Farhang Ghahfarokhi;;660068.0;;58.0;42513.0;;6611.96;;6.141;1278.0
1637;990104;2019-06-12 21:23:49;package delivered;Anahita Farhang Ghahfarokhi;;660068.0;;58.0;42513.0;;6611.96;;6.141;1287.0
1638;990104;2019-06-27 10:00:10;payment reminder;Anahita Farhang Ghahfarokhi;;;;58.0;42513.0;;3457.99;;3.218;2186.0
1639;990104;2019-07-15 14:38:05;pay order;Anahita Farhang Ghahfarokhi;;;;58.0;42513.0;;3457.99;;3.218;3238.0
1640;990105;2019-06-06 09:02:26;place order;Mahsa Bafrani;;;;58.0;35775.0;;3962.0;;2.438;896.0
1641;990105;2019-06-07 09:43:36;item out of stock;Mahsa Bafrani;880427.0;;MacBook Air;58.0;35775.0;436.0;2200.0;A;1.25;981.0
1642;990105;2019-06-07 10:54:38;pick item;Mahsa Bafrani;880425.0;;iPhone 8;58.0;35775.0;340.0;529.0;A;0.21;998.0
1643;990105;2019-06-07 11:36:06;create package;Mahsa Bafrani;;660051.0;;58.0;35775.0;;3535.98;;2.556;1005.0
1644;990105;2019-06-07 11:52:09;pick item;Mahsa Bafrani;880426.0;;Kindle Paperwhite;58.0;35775.0;271.0;129.0;B;0.495;1008.0
1645;990105;2019-06-07 17:43:23;reorder item;Mahsa Bafrani;880427.0;;MacBook Air;58.0;35775.0;436.0;2200.0;A;1.25;1048.0
1646;990105;2019-06-07 19:20:33;confirm order;Mahsa Bafrani;;;;58.0;35775.0;;3962.0;;2.438;1054.0
1647;990105;2019-06-10 10:12:01;send package;Mahsa Bafrani;;660051.0;;58.0;35775.0;;3535.98;;2.556;1080.0
1648;990105;2019-06-10 10:36:42;package delivered;Mahsa Bafrani;;660051.0;;58.0;35775.0;;3535.98;;2.556;1086.0
1649;990105;2019-06-12 08:11:47;create package;Mahsa Bafrani;;660065.0;;58.0;35775.0;;1307.99;;1.063;1212.0
1650;990105;2019-06-12 08:24:07;send package;Mahsa Bafrani;;660065.0;;58.0;35775.0;;1307.99;;1.063;1213.0
1651;990105;2019-06-12 11:45:23;package delivered;Mahsa Bafrani;;660065.0;;58.0;35775.0;;1307.99;;1.063;1237.0
1652;990105;2019-06-12 12:05:25;pick item;Mahsa Bafrani;880427.0;;MacBook Air;58.0;35775.0;436.0;2200.0;A;1.25;1240.0
1653;990105;2019-06-14 15:07:56;pick item;Mahsa Bafrani;880424.0;;iPad Pro;58.0;35775.0;308.0;1099.0;B;0.483;1404.0
1654;990105;2019-06-17 09:26:52;create package;Mahsa Bafrani;;660077.0;;58.0;35775.0;;8266.96;;7.683;1450.0
1655;990105;2019-06-17 15:19:21;send package;Mahsa Bafrani;;660077.0;;58.0;35775.0;;8266.96;;7.683;1496.0
1656;990105;2019-06-17 16:39:14;package delivered;Mahsa Bafrani;;660077.0;;58.0;35775.0;;8266.96;;7.683;1508.0
1657;990105;2019-06-26 19:07:51;pay order;Mahsa Bafrani;;;;58.0;35775.0;;3962.0;;2.438;2167.0
1658;990106;2019-06-06 10:24:40;place order;Luis Santos;;;;48.0;37644.0;;7132.0;;3.479;909.0
