;case:concept:name;time:timestamp;concept:name;customers;age;bankaccount;price;weight;EID
836;660252;2019-08-06 11:52:31;failed delivery;Marco Pegoraro;50.0;91248.0;728.97;1.3530000000000002;4621.0
837;660252;2019-08-07 11:10:52;package delivered;Marco Pegoraro;50.0;91248.0;728.97;1.3530000000000002;4709.0
838;660253;2019-08-01 10:49:27;create package;Wil van der Aalst;34.0;48846.0;1468.97;3.023;4412.0
839;660253;2019-08-02 12:58:08;send package;Wil van der Aalst;34.0;48846.0;1468.97;3.023;4478.0
840;660253;2019-08-05 10:16:53;package delivered;Wil van der Aalst;34.0;48846.0;1468.97;3.023;4527.0
841;660254;2019-08-01 11:26:49;create package;Anahita Farhang Ghahfarokhi;58.0;42513.0;2024.0;1.203;4418.0
842;660254;2019-08-05 12:33:57;send package;Anahita Farhang Ghahfarokhi;58.0;42513.0;2024.0;1.203;4548.0
843;660254;2019-08-05 15:54:05;failed delivery;Anahita Farhang Ghahfarokhi;58.0;42513.0;2024.0;1.203;4566.0
844;660254;2019-08-07 15:30:15;package delivered;Anahita Farhang Ghahfarokhi;58.0;42513.0;2024.0;1.203;4736.0
845;660255;2019-08-01 12:36:42;create package;Kefang Ding;38.0;76896.0;4412.96;5.202000000000001;4426.0
846;660255;2019-08-01 15:09:27;send package;Kefang Ding;38.0;76896.0;4412.96;5.202000000000001;4436.0
847;660255;2019-08-06 09:11:42;package delivered;Kefang Ding;38.0;76896.0;4412.96;5.202000000000001;4596.0
848;660256;2019-08-01 16:31:57;create package;Seran Uysal;40.0;69940.0;774.98;2.115;4450.0
849;660256;2019-08-05 11:36:54;send package;Seran Uysal;40.0;69940.0;774.98;2.115;4541.0
850;660256;2019-08-07 15:46:49;package delivered;Seran Uysal;40.0;69940.0;774.98;2.115;4740.0
851;660257;2019-08-02 09:19:01;create package;Gyunam Park;55.0;27275.0;3921.97;3.716;4462.0
852;660257;2019-08-05 10:11:51;send package;Gyunam Park;55.0;27275.0;3921.97;3.716;4526.0
853;660257;2019-08-05 15:12:41;package delivered;Gyunam Park;55.0;27275.0;3921.97;3.716;4561.0
854;660258;2019-08-02 13:29:01;create package;Majid Rafiei;46.0;74370.0;8599.98;4.777;4483.0
855;660258;2019-08-06 17:09:13;send package;Majid Rafiei;46.0;74370.0;8599.98;4.777;4662.0
856;660258;2019-08-07 08:47:33;package delivered;Majid Rafiei;46.0;74370.0;8599.98;4.777;4682.0
857;660259;2019-08-03 01:00:00;create package;Christine Dobbert;43.0;59702.0;7872.96;6.812;4514.0
858;660259;2019-08-05 10:58:52;send package;Christine Dobbert;43.0;59702.0;7872.96;6.812;4535.0
859;660259;2019-08-05 19:10:15;package delivered;Christine Dobbert;43.0;59702.0;7872.96;6.812;4588.0
860;660260;2019-08-05 14:01:20;create package;Mohammadreza Fani Sani;51.0;61801.0;6693.0;3.638;4555.0
861;660260;2019-08-07 12:07:18;send package;Mohammadreza Fani Sani;51.0;61801.0;6693.0;3.638;4719.0
862;660260;2019-08-07 15:28:47;package delivered;Mohammadreza Fani Sani;51.0;61801.0;6693.0;3.638;4735.0
863;660261;2019-08-05 17:40:02;create package;Mahnaz Qafari;40.0;83924.0;4118.96;5.297999999999999;4580.0
864;660261;2019-08-06 17:14:48;send package;Mahnaz Qafari;40.0;83924.0;4118.96;5.297999999999999;4664.0
865;660261;2019-08-07 09:13:07;package delivered;Mahnaz Qafari;40.0;83924.0;4118.96;5.297999999999999;4687.0
866;660262;2019-08-06 10:07:40;create package;Christina Rensinghof;41.0;17020.0;2777.96;4.88;4602.0
867;660262;2019-08-06 14:42:47;send package;Christina Rensinghof;41.0;17020.0;2777.96;4.88;4640.0
868;660262;2019-08-06 17:02:11;package delivered;Christina Rensinghof;41.0;17020.0;2777.96;4.88;4657.0
869;660263;2019-08-06 11:09:56;create package;Claudia Graf;54.0;29653.0;449.0;0.28;4615.0
870;660263;2019-08-08 09:34:18;send package;Claudia Graf;54.0;29653.0;449.0;0.28;4770.0
871;660263;2019-08-08 16:40:52;package delivered;Claudia Graf;54.0;29653.0;449.0;0.28;4827.0
872;660264;2019-08-06 12:09:22;create package;Mahsa Bafrani;58.0;35775.0;3356.97;5.11;4623.0
873;660264;2019-08-07 16:19:30;send package;Mahsa Bafrani;58.0;35775.0;3356.97;5.11;4745.0
874;660264;2019-08-08 10:04:14;failed delivery;Mahsa Bafrani;58.0;35775.0;3356.97;5.11;4775.0
875;660264;2019-08-08 11:47:36;failed delivery;Mahsa Bafrani;58.0;35775.0;3356.97;5.11;4788.0
876;660264;2019-08-08 16:04:06;failed delivery;Mahsa Bafrani;58.0;35775.0;3356.97;5.11;4821.0
877;660264;2019-08-12 11:57:49;package delivered;Mahsa Bafrani;58.0;35775.0;3356.97;5.11;4948.0
878;660265;2019-08-06 13:44:27;create package;Marco Pegoraro;50.0;91248.0;2416.96;3.5380000000000003;4635.0
879;660265;2019-08-06 17:05:00;send package;Marco Pegoraro;50.0;91248.0;2416.96;3.5380000000000003;4658.0
880;660265;2019-08-07 11:15:21;package delivered;Marco Pegoraro;50.0;91248.0;2416.96;3.5380000000000003;4711.0
881;660266;2019-08-06 16:41:43;create package;Wil van der Aalst;34.0;48846.0;1348.99;1.668;4656.0
882;660266;2019-08-07 20:12:52;send package;Wil van der Aalst;34.0;48846.0;1348.99;1.668;4761.0
883;660266;2019-08-08 09:52:50;failed delivery;Wil van der Aalst;34.0;48846.0;1348.99;1.668;4773.0
884;660266;2019-08-08 11:14:24;package delivered;Wil van der Aalst;34.0;48846.0;1348.99;1.668;4782.0
885;660267;2019-08-06 17:08:44;create package;Junxiong Gao;52.0;96270.0;3198.98;2.76;4661.0
886;660267;2019-08-07 16:56:00;send package;Junxiong Gao;52.0;96270.0;3198.98;2.76;4747.0
887;660267;2019-08-08 13:51:48;package delivered;Junxiong Gao;52.0;96270.0;3198.98;2.76;4802.0
888;660268;2019-08-06 17:52:45;create package;Seran Uysal;40.0;69940.0;2362.95;3.327;4671.0
889;660268;2019-08-07 09:54:31;send package;Seran Uysal;40.0;69940.0;2362.95;3.327;4691.0
890;660268;2019-08-07 16:09:41;package delivered;Seran Uysal;40.0;69940.0;2362.95;3.327;4742.0
891;660269;2019-08-07 09:56:28;create package;Kefang Ding;38.0;76896.0;4325.99;3.377;4694.0
892;660269;2019-08-08 10:12:18;send package;Kefang Ding;38.0;76896.0;4325.99;3.377;4776.0
893;660269;2019-08-09 12:00:35;package delivered;Kefang Ding;38.0;76896.0;4325.99;3.377;4870.0
894;660270;2019-08-07 10:25:38;create package;Majid Rafiei;46.0;74370.0;9255.95;8.221;4702.0
895;660270;2019-08-07 11:38:16;send package;Majid Rafiei;46.0;74370.0;9255.95;8.221;4713.0
896;660270;2019-08-08 11:30:29;package delivered;Majid Rafiei;46.0;74370.0;9255.95;8.221;4784.0
897;660271;2019-08-07 17:26:39;create package;Luis Santos;48.0;37644.0;8368.97;8.204;4752.0
898;660271;2019-08-08 13:33:56;send package;Luis Santos;48.0;37644.0;8368.97;8.204;4799.0
899;660271;2019-08-08 17:55:32;package delivered;Luis Santos;48.0;37644.0;8368.97;8.204;4839.0
900;660272;2019-08-08 01:00:00;create package;Gyunam Park;55.0;27275.0;2696.96;2.477;4765.0
901;660272;2019-08-09 16:22:42;send package;Gyunam Park;55.0;27275.0;2696.96;2.477;4897.0
902;660272;2019-08-14 10:51:22;package delivered;Gyunam Park;55.0;27275.0;2696.96;2.477;5104.0
903;660273;2019-08-08 13:15:30;create package;Christine Dobbert;43.0;59702.0;2694.98;2.369;4797.0
904;660273;2019-08-12 17:35:21;send package;Christine Dobbert;43.0;59702.0;2694.98;2.369;4990.0
905;660273;2019-08-13 12:38:24;package delivered;Christine Dobbert;43.0;59702.0;2694.98;2.369;5033.0
906;660274;2019-08-08 14:59:26;create package;Lisa Mannel;51.0;44449.0;5694.99;2.605;4814.0
907;660274;2019-08-12 13:53:34;send package;Lisa Mannel;51.0;44449.0;5694.99;2.605;4959.0
908;660274;2019-08-14 17:05:12;package delivered;Lisa Mannel;51.0;44449.0;5694.99;2.605;5180.0
909;660275;2019-08-08 16:16:45;create package;Tobias Brockhoff;30.0;69038.0;799.0;0.166;4824.0
910;660275;2019-08-08 19:13:02;send package;Tobias Brockhoff;30.0;69038.0;799.0;0.166;4845.0
911;660275;2019-08-12 09:34:36;package delivered;Tobias Brockhoff;30.0;69038.0;799.0;0.166;4931.0
912;660276;2019-08-08 16:23:07;create package;Mahnaz Qafari;40.0;83924.0;3244.99;1.4369999999999998;4826.0
913;660276;2019-08-12 08:32:13;send package;Mahnaz Qafari;40.0;83924.0;3244.99;1.4369999999999998;4924.0
914;660276;2019-08-14 14:20:50;package delivered;Mahnaz Qafari;40.0;83924.0;3244.99;1.4369999999999998;5147.0
915;660277;2019-08-08 17:28:52;create package;Christina Rensinghof;41.0;17020.0;703.98;1.378;4837.0
916;660277;2019-08-09 20:24:07;send package;Christina Rensinghof;41.0;17020.0;703.98;1.378;4911.0
917;660277;2019-08-12 16:15:28;package delivered;Christina Rensinghof;41.0;17020.0;703.98;1.378;4975.0
918;660278;2019-08-09 09:55:46;create package;Mohammadreza Fani Sani;51.0;61801.0;2447.99;2.151;4853.0
919;660278;2019-08-09 12:53:06;send package;Mohammadreza Fani Sani;51.0;61801.0;2447.99;2.151;4875.0
920;660278;2019-08-09 16:04:21;package delivered;Mohammadreza Fani Sani;51.0;61801.0;2447.99;2.151;4894.0
921;660279;2019-08-09 10:49:01;create package;Mahsa Bafrani;58.0;35775.0;2152.95;4.284;4859.0
922;660279;2019-08-12 16:06:22;send package;Mahsa Bafrani;58.0;35775.0;2152.95;4.284;4972.0
923;660279;2019-08-15 10:58:01;package delivered;Mahsa Bafrani;58.0;35775.0;2152.95;4.284;5216.0
924;660280;2019-08-09 14:12:25;create package;Claudia Graf;54.0;29653.0;828.99;1.152;4882.0
925;660280;2019-08-12 09:01:09;send package;Claudia Graf;54.0;29653.0;828.99;1.152;4926.0
926;660280;2019-08-13 12:13:05;package delivered;Claudia Graf;54.0;29653.0;828.99;1.152;5030.0
927;660281;2019-08-09 15:26:21;create package;Anahita Farhang Ghahfarokhi;58.0;42513.0;614.98;1.143;4889.0
928;660281;2019-08-12 11:41:25;send package;Anahita Farhang Ghahfarokhi;58.0;42513.0;614.98;1.143;4947.0
929;660281;2019-08-12 13:25:53;package delivered;Anahita Farhang Ghahfarokhi;58.0;42513.0;614.98;1.143;4957.0
930;660282;2019-08-09 16:19:56;create package;Wil van der Aalst;34.0;48846.0;4884.96;5.006;4896.0
931;660282;2019-08-13 16:03:35;send package;Wil van der Aalst;34.0;48846.0;4884.96;5.006;5057.0
932;660282;2019-08-15 21:05:09;package delivered;Wil van der Aalst;34.0;48846.0;4884.96;5.006;5286.0
933;660283;2019-08-12 10:25:55;create package;Marco Pegoraro;50.0;91248.0;5195.98;3.649;4935.0
934;660283;2019-08-14 15:20:56;send package;Marco Pegoraro;50.0;91248.0;5195.98;3.649;5159.0
935;660283;2019-08-14 16:54:46;package delivered;Marco Pegoraro;50.0;91248.0;5195.98;3.649;5176.0
936;660284;2019-08-12 13:01:46;create package;Kefang Ding;38.0;76896.0;3398.96;4.151;4953.0
937;660284;2019-08-13 18:30:46;send package;Kefang Ding;38.0;76896.0;3398.96;4.151;5074.0
938;660284;2019-08-16 11:16:10;package delivered;Kefang Ding;38.0;76896.0;3398.96;4.151;5301.0
939;660285;2019-08-12 16:44:14;create package;Junxiong Gao;52.0;96270.0;1737.95;4.349;4982.0
940;660285;2019-08-14 15:11:36;send package;Junxiong Gao;52.0;96270.0;1737.95;4.349;5155.0
941;660285;2019-08-14 17:03:56;package delivered;Junxiong Gao;52.0;96270.0;1737.95;4.349;5179.0
942;660286;2019-08-13 01:00:00;create package;Luis Santos;48.0;37644.0;3194.97;2.9960000000000004;4996.0
943;660286;2019-08-14 16:22:07;send package;Luis Santos;48.0;37644.0;3194.97;2.9960000000000004;5169.0
944;660286;2019-08-16 16:51:29;package delivered;Luis Santos;48.0;37644.0;3194.97;2.9960000000000004;5346.0
945;660287;2019-08-13 11:25:21;create package;Seran Uysal;40.0;69940.0;4181.97;4.067;5021.0
946;660287;2019-08-15 11:19:13;send package;Seran Uysal;40.0;69940.0;4181.97;4.067;5221.0
947;660287;2019-08-16 16:06:05;package delivered;Seran Uysal;40.0;69940.0;4181.97;4.067;5336.0
948;660288;2019-08-13 15:02:05;create package;Majid Rafiei;46.0;74370.0;4696.97;4.185;5049.0
949;660288;2019-08-14 10:52:57;send package;Majid Rafiei;46.0;74370.0;4696.97;4.185;5105.0
950;660288;2019-08-14 19:05:15;package delivered;Majid Rafiei;46.0;74370.0;4696.97;4.185;5192.0
951;660289;2019-08-13 16:09:42;create package;Gyunam Park;55.0;27275.0;495.0;0.483;5060.0
952;660289;2019-08-14 09:59:57;send package;Gyunam Park;55.0;27275.0;495.0;0.483;5093.0
953;660289;2019-08-14 11:09:01;package delivered;Gyunam Park;55.0;27275.0;495.0;0.483;5108.0
954;660290;2019-08-13 17:13:37;create package;Mahnaz Qafari;40.0;83924.0;1964.93;4.972;5064.0
955;660290;2019-08-16 11:59:57;send package;Mahnaz Qafari;40.0;83924.0;1964.93;4.972;5308.0
956;660290;2019-08-16 17:08:04;package delivered;Mahnaz Qafari;40.0;83924.0;1964.93;4.972;5349.0
957;660291;2019-08-14 08:28:07;create package;Christina Rensinghof;41.0;17020.0;2918.97;3.57;5083.0
958;660291;2019-08-14 12:38:55;send package;Christina Rensinghof;41.0;17020.0;2918.97;3.57;5131.0
959;660291;2019-08-16 12:06:46;package delivered;Christina Rensinghof;41.0;17020.0;2918.97;3.57;5310.0
960;660292;2019-08-14 10:27:14;create package;Lisa Mannel;51.0;44449.0;449.0;0.28;5098.0
961;660292;2019-08-15 10:34:25;send package;Lisa Mannel;51.0;44449.0;449.0;0.28;5213.0
962;660292;2019-08-19 10:32:57;package delivered;Lisa Mannel;51.0;44449.0;449.0;0.28;5393.0
963;660293;2019-08-14 10:33:12;create package;Mahsa Bafrani;58.0;35775.0;5663.96;5.642;5100.0
964;660293;2019-08-16 12:54:28;send package;Mahsa Bafrani;58.0;35775.0;5663.96;5.642;5313.0
965;660293;2019-08-16 15:39:31;package delivered;Mahsa Bafrani;58.0;35775.0;5663.96;5.642;5331.0
966;660294;2019-08-14 11:55:58;create package;Anahita Farhang Ghahfarokhi;58.0;42513.0;8486.98;6.746;5121.0
967;660294;2019-08-14 13:49:29;send package;Anahita Farhang Ghahfarokhi;58.0;42513.0;8486.98;6.746;5144.0
968;660294;2019-08-14 15:34:29;package delivered;Anahita Farhang Ghahfarokhi;58.0;42513.0;8486.98;6.746;5162.0
969;660295;2019-08-14 12:50:02;create package;Mohammadreza Fani Sani;51.0;61801.0;2969.96;5.49;5137.0
970;660295;2019-08-15 19:01:19;send package;Mohammadreza Fani Sani;51.0;61801.0;2969.96;5.49;5282.0
971;660295;2019-08-16 11:20:54;package delivered;Mohammadreza Fani Sani;51.0;61801.0;2969.96;5.49;5302.0
972;660296;2019-08-14 15:04:37;create package;Christine Dobbert;43.0;59702.0;2929.97;4.613;5154.0
973;660296;2019-08-14 17:17:33;send package;Christine Dobbert;43.0;59702.0;2929.97;4.613;5181.0
974;660296;2019-08-16 17:08:36;package delivered;Christine Dobbert;43.0;59702.0;2929.97;4.613;5350.0
975;660297;2019-08-14 16:15:40;create package;Kefang Ding;38.0;76896.0;2383.96;4.226;5167.0
976;660297;2019-08-14 16:25:59;send package;Kefang Ding;38.0;76896.0;2383.96;4.226;5170.0
977;660297;2019-08-14 18:48:06;package delivered;Kefang Ding;38.0;76896.0;2383.96;4.226;5191.0
978;660298;2019-08-14 17:52:35;create package;Wil van der Aalst;34.0;48846.0;3257.97;3.777;5187.0
979;660298;2019-08-15 13:04:41;send package;Wil van der Aalst;34.0;48846.0;3257.97;3.777;5235.0
980;660298;2019-08-16 14:02:31;package delivered;Wil van der Aalst;34.0;48846.0;3257.97;3.777;5318.0
981;660299;2019-08-15 09:53:42;create package;Marco Pegoraro;50.0;91248.0;4244.98;2.931;5205.0
982;660299;2019-08-16 15:23:18;send package;Marco Pegoraro;50.0;91248.0;4244.98;2.931;5329.0
983;660299;2019-08-16 16:25:28;failed delivery;Marco Pegoraro;50.0;91248.0;4244.98;2.931;5341.0
984;660299;2019-08-19 15:49:06;failed delivery;Marco Pegoraro;50.0;91248.0;4244.98;2.931;5430.0
985;660299;2019-08-19 18:11:42;package delivered;Marco Pegoraro;50.0;91248.0;4244.98;2.931;5447.0
986;660300;2019-08-15 11:17:55;create package;Claudia Graf;54.0;29653.0;3333.98;3.673;5220.0
987;660300;2019-08-16 12:17:33;send package;Claudia Graf;54.0;29653.0;3333.98;3.673;5312.0
988;660300;2019-08-19 15:57:01;package delivered;Claudia Graf;54.0;29653.0;3333.98;3.673;5431.0
989;660301;2019-08-15 12:18:04;create package;Junxiong Gao;52.0;96270.0;6017.97;5.772;5231.0
990;660301;2019-08-16 18:54:03;send package;Junxiong Gao;52.0;96270.0;6017.97;5.772;5361.0
991;660301;2019-08-21 12:49:23;package delivered;Junxiong Gao;52.0;96270.0;6017.97;5.772;5565.0
992;660302;2019-08-15 15:46:43;create package;Seran Uysal;40.0;69940.0;8165.96;5.5470000000000015;5249.0
993;660302;2019-08-15 17:09:05;send package;Seran Uysal;40.0;69940.0;8165.96;5.5470000000000015;5269.0
994;660302;2019-08-15 21:49:34;package delivered;Seran Uysal;40.0;69940.0;8165.96;5.5470000000000015;5288.0
995;660303;2019-08-15 17:49:34;create package;Tobias Brockhoff;30.0;69038.0;528.99;0.763;5275.0
996;660303;2019-08-16 15:48:47;send package;Tobias Brockhoff;30.0;69038.0;528.99;0.763;5333.0
997;660303;2019-08-19 13:54:27;failed delivery;Tobias Brockhoff;30.0;69038.0;528.99;0.763;5416.0
998;660303;2019-08-20 15:20:21;failed delivery;Tobias Brockhoff;30.0;69038.0;528.99;0.763;5498.0
999;660303;2019-08-21 09:40:47;package delivered;Tobias Brockhoff;30.0;69038.0;528.99;0.763;5538.0
1000;660304;2019-08-15 18:22:51;create package;Mahnaz Qafari;40.0;83924.0;9682.96;8.717;5278.0
1001;660304;2019-08-15 18:34:37;send package;Mahnaz Qafari;40.0;83924.0;9682.96;8.717;5279.0
1002;660304;2019-08-20 09:51:16;package delivered;Mahnaz Qafari;40.0;83924.0;9682.96;8.717;5461.0
1003;660305;2019-08-16 14:12:02;create package;Lisa Mannel;51.0;44449.0;2849.96;4.493;5321.0
1004;660305;2019-08-20 10:30:57;send package;Lisa Mannel;51.0;44449.0;2849.96;4.493;5466.0
1005;660305;2019-08-22 08:53:06;package delivered;Lisa Mannel;51.0;44449.0;2849.96;4.493;5620.0
1006;660306;2019-08-16 16:01:37;create package;Mahsa Bafrani;58.0;35775.0;9582.98;6.363;5335.0
1007;660306;2019-08-16 21:24:52;send package;Mahsa Bafrani;58.0;35775.0;9582.98;6.363;5367.0
1008;660306;2019-08-19 08:25:50;package delivered;Mahsa Bafrani;58.0;35775.0;9582.98;6.363;5376.0
1009;660307;2019-08-16 18:52:15;create package;Christina Rensinghof;41.0;17020.0;4925.98;4.843999999999999;5360.0
1010;660307;2019-08-19 16:51:28;send package;Christina Rensinghof;41.0;17020.0;4925.98;4.843999999999999;5439.0
1011;660307;2019-08-19 18:50:16;package delivered;Christina Rensinghof;41.0;17020.0;4925.98;4.843999999999999;5448.0
1012;660308;2019-08-18 01:00:00;create package;Majid Rafiei;46.0;74370.0;5951.92;8.796;5371.0
1013;660308;2019-08-19 10:14:31;send package;Majid Rafiei;46.0;74370.0;5951.92;8.796;5389.0
1014;660308;2019-08-19 14:46:17;package delivered;Majid Rafiei;46.0;74370.0;5951.92;8.796;5420.0
1015;660309;2019-08-19 12:15:13;create package;Mohammadreza Fani Sani;51.0;61801.0;2193.99;2.013;5408.0
1016;660309;2019-08-21 14:17:14;send package;Mohammadreza Fani Sani;51.0;61801.0;2193.99;2.013;5574.0
1017;660309;2019-08-22 17:51:55;package delivered;Mohammadreza Fani Sani;51.0;61801.0;2193.99;2.013;5704.0
1018;660310;2019-08-19 15:13:44;create package;Kefang Ding;38.0;76896.0;3475.97;3.883;5426.0
1019;660310;2019-08-20 11:34:50;send package;Kefang Ding;38.0;76896.0;3475.97;3.883;5475.0
1020;660310;2019-08-20 19:31:38;package delivered;Kefang Ding;38.0;76896.0;3475.97;3.883;5525.0
1021;660311;2019-08-20 08:43:14;create package;Junxiong Gao;52.0;96270.0;2211.98;3.264;5456.0
1022;660311;2019-08-20 17:00:05;send package;Junxiong Gao;52.0;96270.0;2211.98;3.264;5512.0
1023;660311;2019-08-22 08:06:17;package delivered;Junxiong Gao;52.0;96270.0;2211.98;3.264;5617.0
1024;660312;2019-08-20 11:42:57;create package;Marco Pegoraro;50.0;91248.0;3175.99;3.29;5478.0
1025;660312;2019-08-20 15:49:24;send package;Marco Pegoraro;50.0;91248.0;3175.99;3.29;5503.0
1026;660312;2019-08-21 12:46:53;package delivered;Marco Pegoraro;50.0;91248.0;3175.99;3.29;5564.0
1027;660313;2019-08-20 12:59:11;create package;Seran Uysal;40.0;69940.0;5215.99;3.26;5486.0
1028;660313;2019-08-22 19:30:00;send package;Seran Uysal;40.0;69940.0;5215.99;3.26;5711.0
1029;660313;2019-08-26 12:00:17;package delivered;Seran Uysal;40.0;69940.0;5215.99;3.26;5835.0
1030;660314;2019-08-20 14:43:05;create package;Christine Dobbert;43.0;59702.0;2442.97;2.942;5495.0
1031;660314;2019-08-21 11:10:09;send package;Christine Dobbert;43.0;59702.0;2442.97;2.942;5549.0
1032;660314;2019-08-23 11:17:19;failed delivery;Christine Dobbert;43.0;59702.0;2442.97;2.942;5744.0
1033;660314;2019-08-23 15:05:55;failed delivery;Christine Dobbert;43.0;59702.0;2442.97;2.942;5766.0
1034;660314;2019-08-26 08:10:10;package delivered;Christine Dobbert;43.0;59702.0;2442.97;2.942;5810.0
1035;660315;2019-08-20 17:32:22;create package;Anahita Farhang Ghahfarokhi;58.0;42513.0;1048.98;2.226;5517.0
1036;660315;2019-08-20 22:15:53;send package;Anahita Farhang Ghahfarokhi;58.0;42513.0;1048.98;2.226;5533.0
1037;660315;2019-08-22 16:16:24;failed delivery;Anahita Farhang Ghahfarokhi;58.0;42513.0;1048.98;2.226;5680.0
1038;660315;2019-08-23 08:53:27;package delivered;Anahita Farhang Ghahfarokhi;58.0;42513.0;1048.98;2.226;5722.0
1039;660316;2019-08-20 18:45:32;create package;Mahnaz Qafari;40.0;83924.0;3937.98;2.806;5523.0
1040;660316;2019-08-22 11:39:22;send package;Mahnaz Qafari;40.0;83924.0;3937.98;2.806;5647.0
1041;660316;2019-08-26 14:29:48;failed delivery;Mahnaz Qafari;40.0;83924.0;3937.98;2.806;5853.0
1042;660316;2019-08-28 11:39:36;package delivered;Mahnaz Qafari;40.0;83924.0;3937.98;2.806;6010.0
1043;660317;2019-08-20 21:03:53;create package;Claudia Graf;54.0;29653.0;734.98;2.643;5532.0
1044;660317;2019-08-21 10:43:37;send package;Claudia Graf;54.0;29653.0;734.98;2.643;5542.0
1045;660317;2019-08-22 15:12:31;package delivered;Claudia Graf;54.0;29653.0;734.98;2.643;5673.0
1046;660318;2019-08-21 10:59:06;create package;Mahsa Bafrani;58.0;35775.0;2906.95;4.39;5545.0
1047;660318;2019-08-22 22:13:35;send package;Mahsa Bafrani;58.0;35775.0;2906.95;4.39;5715.0
1048;660318;2019-08-23 10:09:55;failed delivery;Mahsa Bafrani;58.0;35775.0;2906.95;4.39;5732.0
1049;660318;2019-08-23 10:39:39;package delivered;Mahsa Bafrani;58.0;35775.0;2906.95;4.39;5737.0
1050;660319;2019-08-21 13:24:35;create package;Tobias Brockhoff;30.0;69038.0;3784.98;1.942;5569.0
1051;660319;2019-08-21 16:26:15;send package;Tobias Brockhoff;30.0;69038.0;3784.98;1.942;5591.0
1052;660319;2019-08-22 16:59:14;package delivered;Tobias Brockhoff;30.0;69038.0;3784.98;1.942;5692.0
1053;660320;2019-08-21 17:01:57;create package;Lisa Mannel;51.0;44449.0;4248.93;8.517999999999999;5596.0
1054;660320;2019-08-21 17:11:36;send package;Lisa Mannel;51.0;44449.0;4248.93;8.517999999999999;5599.0
1055;660320;2019-08-22 16:18:40;failed delivery;Lisa Mannel;51.0;44449.0;4248.93;8.517999999999999;5681.0
1056;660320;2019-08-26 17:07:54;package delivered;Lisa Mannel;51.0;44449.0;4248.93;8.517999999999999;5877.0
1057;660321;2019-08-21 19:03:26;create package;Gyunam Park;55.0;27275.0;1388.98;2.2430000000000003;5612.0
1058;660321;2019-08-22 16:04:47;send package;Gyunam Park;55.0;27275.0;1388.98;2.2430000000000003;5679.0
1059;660321;2019-08-23 17:27:57;package delivered;Gyunam Park;55.0;27275.0;1388.98;2.2430000000000003;5787.0
1060;660322;2019-08-22 08:54:41;create package;Majid Rafiei;46.0;74370.0;565.99;0.72;5622.0
1061;660322;2019-08-22 17:14:24;send package;Majid Rafiei;46.0;74370.0;565.99;0.72;5695.0
1062;660322;2019-08-22 18:24:50;package delivered;Majid Rafiei;46.0;74370.0;565.99;0.72;5708.0
1063;660323;2019-08-22 09:52:32;create package;Wil van der Aalst;34.0;48846.0;3006.98;2.246;5629.0
1064;660323;2019-08-26 12:15:25;send package;Wil van der Aalst;34.0;48846.0;3006.98;2.246;5839.0
1065;660323;2019-08-27 14:46:33;package delivered;Wil van der Aalst;34.0;48846.0;3006.98;2.246;5948.0
1066;660324;2019-08-22 10:56:35;create package;Christina Rensinghof;41.0;17020.0;2376.97;4.158;5639.0
1067;660324;2019-08-23 10:53:39;send package;Christina Rensinghof;41.0;17020.0;2376.97;4.158;5739.0
1068;660324;2019-08-23 17:48:03;failed delivery;Christina Rensinghof;41.0;17020.0;2376.97;4.158;5789.0
1069;660324;2019-08-26 10:00:48;failed delivery;Christina Rensinghof;41.0;17020.0;2376.97;4.158;5823.0
1070;660324;2019-08-26 15:52:00;package delivered;Christina Rensinghof;41.0;17020.0;2376.97;4.158;5861.0
1071;660325;2019-08-22 12:22:57;create package;Luis Santos;48.0;37644.0;2995.99;2.194;5654.0
1072;660325;2019-08-22 15:02:28;send package;Luis Santos;48.0;37644.0;2995.99;2.194;5670.0
1073;660325;2019-08-23 08:46:22;failed delivery;Luis Santos;48.0;37644.0;2995.99;2.194;5719.0
1074;660325;2019-08-23 20:15:35;package delivered;Luis Santos;48.0;37644.0;2995.99;2.194;5799.0
1075;660326;2019-08-22 14:23:33;create package;Mohammadreza Fani Sani;51.0;61801.0;2668.97;4.685;5665.0
1076;660326;2019-08-27 09:12:50;send package;Mohammadreza Fani Sani;51.0;61801.0;2668.97;4.685;5894.0
1077;660326;2019-08-27 09:15:58;package delivered;Mohammadreza Fani Sani;51.0;61801.0;2668.97;4.685;5895.0
1078;660327;2019-08-22 16:42:12;create package;Kefang Ding;38.0;76896.0;3557.99;3.011;5687.0
1079;660327;2019-08-26 15:28:24;send package;Kefang Ding;38.0;76896.0;3557.99;3.011;5859.0
1080;660327;2019-08-28 17:17:01;package delivered;Kefang Ding;38.0;76896.0;3557.99;3.011;6053.0
1081;660328;2019-08-22 17:36:21;create package;Junxiong Gao;52.0;96270.0;3339.99;1.536;5699.0
1082;660328;2019-08-23 19:37:26;send package;Junxiong Gao;52.0;96270.0;3339.99;1.536;5798.0
1083;660328;2019-08-26 13:59:18;package delivered;Junxiong Gao;52.0;96270.0;3339.99;1.536;5849.0
1084;660329;2019-08-23 01:00:00;create package;Seran Uysal;40.0;69940.0;2147.96;3.069;5717.0
1085;660329;2019-08-27 09:28:05;send package;Seran Uysal;40.0;69940.0;2147.96;3.069;5899.0
